"Plot","focal","Species","status","heterospecific_density","conspecific_density","quantile","SES_range_overlap","initial_size","first_trait_axis","second_trait_axis"
"4_13",42655,"FRAAME",0,-0.214766701609108,-0.47545153766369,1.01845960037142,0.0281668981588189,-1.09851631183898,1.15135765188855,0.986380914324728
"4_13",42656,"FRAAME",1,-0.246374834087631,-1.61420293465522,1.01845960037142,0.0256657088266174,-0.724599561465737,1.15135765188855,0.986380914324728
"4_13",42658,"FRAAME",1,0.028501849469933,-0.868462516241565,1.01845960037142,0.0253106716859209,-0.912062517760111,1.15135765188855,0.986380914324728
"4_13",42660,"FRAAME",1,-0.264766454875306,-0.588666107495703,1.01845960037142,0.0195356756654325,-1.30472335362229,1.15135765188855,0.986380914324728
"4_13",42661,"FRAAME",0,-0.298249767903274,-0.810707817213316,1.01845960037142,0.0217001469946821,-1.35160693952114,1.15135765188855,0.986380914324728
"4_13",42663,"FRAAME",1,-0.300377324922523,-1.12304652662458,1.01845960037142,0.0194099981658904,-1.23116078644527,1.15135765188855,0.986380914324728
"4_13",42665,"ACESUG",1,0.280786070970059,0.383108845534334,0.641868949316575,0.0355641841706566,0.0543788977184274,0.84580763438271,0.342546589300262
"4_13",42666,"ACESUG",1,-1.15864213270372,0.75335179454492,0.641868949316575,0.0228605050878758,0.502403620245388,0.84580763438271,0.342546589300262
"4_13",42667,"ACESUG",1,-1.00512035933765,0.487745636023132,0.641868949316575,0.0243722550158052,0.0394859373891379,0.84580763438271,0.342546589300262
"4_13",42668,"ACESUG",1,1.78584840227617,0.535800023977106,0.641868949316575,0.0587685948998124,-0.645749113982858,0.84580763438271,0.342546589300262
"4_13",42669,"TILAME",1,-0.450849083606429,0.0446083779525259,0.448515641513963,0.0297050490914294,0.199476576809367,2.15673201838104,2.53068159644322
"4_13",42670,"OSTVIR",1,1.95306777128742,-1.58457988596035,1.02860673337211,0.0360709028908175,-0.696485470428843,1.87914808869575,0.189957649334784
"4_13",42671,"OSTVIR",1,-0.282232998043842,-1.42650140473234,1.02860673337211,0.00356834894311377,-0.641299054861552,1.87914808869575,0.189957649334784
"4_13",42673,"FRAAME",0,-0.369719118718201,-0.666937884064047,1.01845960037142,0.00502430033377654,-1.32789041290382,1.15135765188855,0.986380914324728
"4_13",42674,"FRAAME",1,-0.275542514965389,-0.712296647489325,1.01845960037142,0.0133128599589167,-1.1300646695739,1.15135765188855,0.986380914324728
"4_13",42675,"FRAAME",1,-0.220880589207298,-0.831693020976515,1.01845960037142,0.00778815869595455,-1.23827825421413,1.15135765188855,0.986380914324728
"4_13",42676,"FRAAME",1,-0.293429668051359,-0.964356673786095,1.01845960037142,0.000581576682233974,-1.00377094424961,1.15135765188855,0.986380914324728
"4_13",42677,"FRAAME",1,-0.258217103721666,-0.777784953348422,1.01845960037142,0.000520725574736006,-1.53552977768207,1.15135765188855,0.986380914324728
"4_13",42678,"FRAAME",1,-0.188642694043871,-1.02779520443041,1.01845960037142,0.00155518779583317,-1.53552977768207,1.15135765188855,0.986380914324728
"4_13",42681,"TILAME",1,-1.42348074008503,0.326032478606193,0.448515641513963,0.0135646572720262,0.24491727748264,2.15673201838104,2.53068159644322
"4_14",42801,"OSTVIR",1,1.19236833874578,-0.628688166856275,1.02860673337211,0.0334263629742848,-0.621364839960735,1.87914808869575,0.189957649334784
"4_14",42802,"FRAAME",1,-0.50244183019297,0.356579063139711,1.01845960037142,0.0239840299816846,1.73396603803264,1.15135765188855,0.986380914324728
"4_14",42803,"ACESUG",1,0.0995236310367261,0.335160806759334,0.641868949316575,0.0519996225021638,0.137760506657479,0.84580763438271,0.342546589300262
"4_14",42805,"OSTVIR",1,0.253935317962651,-0.72636366397547,1.02860673337211,0.00613811587743078,-0.0617490520253119,1.87914808869575,0.189957649334784
"4_14",42806,"OSTVIR",1,0.364881767644954,-0.505388325164311,1.02860673337211,0.0144098738090491,-0.926746489511917,1.87914808869575,0.189957649334784
"4_14",42807,"OSTVIR",1,0.470727878658389,-0.623379813959434,1.02860673337211,0.0212752719713026,-0.641299054861552,1.87914808869575,0.189957649334784
"4_14",42818,"FRAAME",1,0.377865105899924,-0.449246729342082,1.01845960037142,0.0506877689233909,1.93080690615105,1.15135765188855,0.986380914324728
"4_14",42819,"ACESUG",1,0.841173000477864,0.727568729491964,0.641868949316575,0.0664348462459293,-0.602897656573519,0.84580763438271,0.342546589300262
"4_14",42820,"TILAME",1,0.768658062208005,-0.00260649196047898,0.448515641513963,0.0680081057501822,-0.0078627429598761,2.15673201838104,2.53068159644322
"4_14",42821,"ACESUG",1,1.32294488128512,0.344772045966139,0.641868949316575,0.0800461217779864,0.00537131861173279,0.84580763438271,0.342546589300262
"4_14",42823,"ACESUG",1,0.270995849383951,1.45699147467899,0.641868949316575,0.0628742486400878,0.124877880826465,0.84580763438271,0.342546589300262
"4_14",42824,"ACESUG",1,0.137357992764215,1.83800600456046,0.641868949316575,0.0599632944812882,-0.469576017489356,0.84580763438271,0.342546589300262
"4_14",42825,"ACESUG",0,-0.572460469993262,0.490434962074224,0.641868949316575,0.0628886392977303,-1.47970957747389,0.84580763438271,0.342546589300262
"4_14",42827,"ACESUG",1,0.666231627612817,1.39425149834184,0.641868949316575,0.076777012497168,-1.14959390660751,0.84580763438271,0.342546589300262
"4_14",42828,"FRAAME",1,0.446867600445708,0.410528377014757,1.01845960037142,0.0610491904589754,1.06144560649888,1.15135765188855,0.986380914324728
"4_14",42829,"OSTVIR",1,1.42873943808769,-1.04531201906042,1.02860673337211,0.00338175359703479,-0.382555171902126,1.87914808869575,0.189957649334784
"4_14",42831,"TILAME",1,-0.574756543804203,0.225697608401854,0.448515641513963,0.0498108397238749,0.269768993638404,2.15673201838104,2.53068159644322
"4_14",42832,"ACESUG",1,0.0385225829640283,0.577673691037893,0.641868949316575,0.06283062609492,-0.179693724127973,0.84580763438271,0.342546589300262
"4_14",42833,"ACESUG",1,-0.722905597898088,1.01749477272871,0.641868949316575,0.0544372066880169,0.389608126100043,0.84580763438271,0.342546589300262
"4_14",42838,"ACESUG",1,-1.17425236204647,0.529798419365978,0.641868949316575,0.0479937462577459,1.03466452473144,0.84580763438271,0.342546589300262
